Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,03/21/2016,"CBS ALL ACCESS 888-274-5343 CA               03/19",-5.99,DEBIT_CARD,30.34,,
DEBIT,03/21/2016,"WAL-MART #2823 PARKERSBURG WV                03/20",-23.44,DEBIT_CARD,36.33,,
DEBIT,03/18/2016,"BIG LOTS STORES 2107 P PARKERSBURG WV554209  03/18",-6.00,DEBIT_CARD,59.77,,
DEBIT,03/18/2016,"BURGER KING #12920 PARKERSBURG WV            03/17",-3.52,DEBIT_CARD,65.77,,
DEBIT,03/17/2016,"KMART 3218 PARKERSBURG WV                    03/17",-3.00,DEBIT_CARD,69.29,,
DEBIT,03/17/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        03/17",-57.33,DEBIT_CARD,72.29,,
DEBIT,03/17/2016,"MCDONALD'S F3615 PARKERSBURG WV              03/16",-11.10,DEBIT_CARD,129.62,,
DEBIT,03/17/2016,"BP#2733608PAR MAR #3 PARKERSBURG WV          03/16",-15.19,DEBIT_CARD,140.72,,
DEBIT,03/16/2016,"NON-CHASE ATM FEE-WITH",-2.50,FEE_TRANSACTION,155.91,,
DEBIT,03/16/2016,"PARENT ONLINE 866-442-6030 TX                03/15",-30.24,DEBIT_CARD,158.41,,
DEBIT,03/16/2016,"MOTORISTS INSURA INS PREM                   PPD ID: 1314259550",-185.09,ACH_DEBIT,188.65,,
DEBIT,03/16/2016,"NON-CHASE ATM WITHDRAW               006704  03/16320 Avery",-63.00,ATM,373.74,,
DEBIT,03/15/2016,"WalMart CC       WM EPAY    1030870964      WEB ID: 9069872103",-25.00,ACH_DEBIT,436.74,,
DEBIT,03/15/2016,"PAYMENT FOR AMZ  STORECARD  1030869744      WEB ID: 9069872103",-35.00,ACH_DEBIT,461.74,,
DEBIT,03/15/2016,"BARCLAYCARD US   CREDITCARD 359561903       WEB ID: 2510407970",-44.93,ACH_DEBIT,496.74,,
DEBIT,03/15/2016,"VZ WIRELESS VE   VZW WEBPAY 1255711         WEB ID: 0000751800",-141.46,ACH_DEBIT,541.67,,
DEBIT,03/15/2016,"CAPITAL ONE AUTO CARPAY     006207526344001 WEB ID: 9541719806",-312.62,ACH_DEBIT,683.13,,
DEBIT,03/15/2016,"KROGER 930 DIVISON ST. PARKERSBURG WV951482  03/15",-5.34,DEBIT_CARD,995.75,,
DEBIT,03/15/2016,"SUDDENLINK COMMUNICTN 304-343-3343 WV        03/15",-88.93,DEBIT_CARD,1001.09,,
DEBIT,03/14/2016,"HLU*Hulu 42716429-U HULU.COM/BILL CA         03/12",-20.98,DEBIT_CARD,1090.02,,
DEBIT,03/14/2016,"CAPITAL ONE      ONLINE PMT 607439919753887 WEB ID: 9279744991",-25.00,ACH_DEBIT,1111.00,,
DEBIT,03/14/2016,"CAPITAL ONE      ONLINE PMT 607439919741470 WEB ID: 9279744991",-120.00,ACH_DEBIT,1136.00,,
DEBIT,03/14/2016,"Online Payment 5260416808 To City of Parkersburg 03/14",-26.29,BILLPAY,1256.00,,
DEBIT,03/14/2016,"Online Payment 5260416797 To PARKERSBURG UTILITY WV 03/14",-78.54,BILLPAY,1282.29,,
DEBIT,03/14/2016,"Payment to Chase card ending in 9786 03/14",-25.00,ACCT_XFER,1360.83,,
DEBIT,03/14/2016,"DOLLAR-GENERAL # 2107 PARKERSBURG WV 820027  03/14",-5.19,DEBIT_CARD,1385.83,,
DEBIT,03/14/2016,"DOLLAR-GE 2107 PIKE ST PARKERSBURG WV        03/14",-22.15,DEBIT_CARD,1391.02,,
CREDIT,03/14/2016,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1386.29,ACH_CREDIT,1413.17,,
DEBIT,03/10/2016,"PP*FACEBOOK 402-935-7733 CA                  03/09",-0.99,DEBIT_CARD,26.88,,
DEBIT,03/10/2016,"RITE AID STORE - 1473 VIENNA WV      633849  03/10",-15.88,DEBIT_CARD,27.87,,
DEBIT,03/10/2016,"DOLLAR TREE #02512 283 PARKERSBURG WV        03/10",-13.91,DEBIT_CARD,43.75,,
DEBIT,03/09/2016,"PAYPAL *NETFLIX.COM 402-935-7733 CA          03/08",-9.99,DEBIT_CARD,57.66,,
CREDIT,03/09/2016,"CAPITAL ONE N.A. CAPITALONE                 PPD ID: 1510394779",50.00,ACH_CREDIT,67.65,,
DEBIT,03/08/2016,"PAR MAR #3 PARKERSBURG WV                    03/08",-3.64,DEBIT_CARD,17.65,,
DEBIT,03/07/2016,"PP*FACEBOOK 402-935-7733 CA                  03/06",-2.00,DEBIT_CARD,21.29,,
DEBIT,03/07/2016,"WAL-MART #2823 PARKERSBURG ( WV              03/07",-44.82,DEBIT_CARD,23.29,,
DEBIT,03/07/2016,"WM SUPERC Wal-Mart Sup VIENNA WV             03/07",-30.62,DEBIT_CARD,68.11,,
DEBIT,03/07/2016,"PAR MAR #3 PARKERSBURG WV                    03/07",-9.16,DEBIT_CARD,98.73,,
DEBIT,03/07/2016,"PAPA JOHN'S #00326.CO 304-428-4400 WV        03/07",-21.11,DEBIT_CARD,107.89,,
DEBIT,03/07/2016,"BURGER KING #13378 PARKERSBURG WV            03/04",-13.55,DEBIT_CARD,129.00,,
DEBIT,03/04/2016,"PP*FACEBOOK 402-935-7733 CA                  03/03",-9.99,DEBIT_CARD,142.55,,
DEBIT,03/04/2016,"142 GARY PETTY MD MARIETTA OH                03/03",-25.00,DEBIT_CARD,152.54,,
DEBIT,03/03/2016,"WF HOME MTG      AUTO PAY   0042131268      WEB ID: W952318940",-571.26,ACH_DEBIT,177.54,,
DEBIT,03/03/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        03/03",-49.85,DEBIT_CARD,748.80,,
DEBIT,03/02/2016,"KOHL'S DEPT STRS CHG PYMT   043000093701084 WEB ID: 9044021343",-25.00,ACH_DEBIT,798.65,,
DEBIT,03/02/2016,"CABELAS VISA     PAYMENTS                   WEB ID: 2470839081",-85.00,ACH_DEBIT,823.65,,
DEBIT,03/02/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        03/02",-101.76,DEBIT_CARD,908.65,,
DEBIT,03/02/2016,"PAPA JOHN'S #00326.CO 304-428-4400 WV        03/02",-21.11,DEBIT_CARD,1010.41,,
DEBIT,03/01/2016,"PAYPAL *BLIZZARD 402-935-7733 CA             02/28",-14.99,DEBIT_CARD,1031.52,,
DEBIT,03/01/2016,"CAPITAL ONE      ONLINE PMT 606139919619146 WEB ID: 9279744991",-25.00,ACH_DEBIT,1046.51,,
DEBIT,03/01/2016,"Payment to Chase card ending in 7433 03/01",-115.00,ACCT_XFER,1071.51,,
DEBIT,03/01/2016,"Online Payment 5231300383 To DOMINION HOPE 03/01",-116.93,BILLPAY,1186.51,,
DEBIT,03/01/2016,"Payment to Chase card ending in 2079 03/01",-25.00,ACCT_XFER,1303.44,,
DEBIT,03/01/2016,"Payment to Chase card ending in 9786 03/01",-70.00,ACCT_XFER,1328.44,,
DEBIT,02/29/2016,"BP#2733608PAR MAR #3 PARKERSBURG WV          02/26",-11.57,DEBIT_CARD,1398.44,,
CREDIT,02/29/2016,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1386.29,ACH_CREDIT,1410.01,,
DEBIT,02/24/2016,"BP#2733608PAR MAR #3 PARKERSBURG WV          02/23",-4.48,DEBIT_CARD,23.72,,
DEBIT,02/23/2016,"DOLLAR TREE #02512 283 PARKERSBURG WV        02/23",-14.28,DEBIT_CARD,28.20,,
DEBIT,02/23/2016,"SALLY BEAUTY #0643 VIENNA WV                 02/22",-31.38,DEBIT_CARD,42.48,,
DEBIT,02/22/2016,"CBS ALL ACCESS 888-274-5343 CA               02/19",-5.99,DEBIT_CARD,73.86,,
DEBIT,02/22/2016,"LITTLE CAESARS 0242 00 PARKERSBURG WV        02/21",-14.65,DEBIT_CARD,79.85,,
DEBIT,02/22/2016,"GIHON VILLAGE F PARKERSBURG WV               02/21",-15.34,DEBIT_CARD,94.50,,
DEBIT,02/22/2016,"PAR MAR #3 PARKERSBURG WV                    02/21",-5.66,DEBIT_CARD,109.84,,
DEBIT,02/19/2016,"WalMart CC       WM EPAY    1013584728      WEB ID: 9069872103",-25.00,ACH_DEBIT,115.50,,
DEBIT,02/19/2016,"PP*MANDOSSTUDI 402-935-2244 WV               02/18",-30.00,DEBIT_CARD,140.50,,
DEBIT,02/18/2016,"PARENT ONLINE 866-442-6030 TX                02/17",-22.68,DEBIT_CARD,170.50,,
DEBIT,02/18/2016,"FIESTA SALONS PARKERSBURG WV                 02/17",-30.00,DEBIT_CARD,193.18,,
DEBIT,02/17/2016,"PAYMENT FOR AMZ  STORECARD  1013585649      WEB ID: 9069872103",-35.00,ACH_DEBIT,223.18,,
DEBIT,02/17/2016,"VZ WIRELESS VE   VZW WEBPAY 6027596         WEB ID: 0000751800",-141.46,ACH_DEBIT,258.18,,
DEBIT,02/17/2016,"RITE AID STORE - 1405 PARKERSBURG WV 491611  02/17",-21.95,DEBIT_CARD,399.64,,
DEBIT,02/17/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        02/17",-63.67,DEBIT_CARD,421.59,,
DEBIT,02/17/2016,"SUDDENLINK COMMUNICTN 304-343-3343 WV        02/17",-85.40,DEBIT_CARD,485.26,,
DEBIT,02/17/2016,"1875 Great Clips at Ma PARKERSBURG WV        02/16",-35.00,DEBIT_CARD,570.66,,
DEBIT,02/16/2016,"HLU*Hulu 42716429-U HULU.COM/BILL CA         02/12",-20.98,DEBIT_CARD,605.66,,
DEBIT,02/16/2016,"CAPITAL ONE      ONLINE PMT 604739919471069 WEB ID: 9279744991",-25.00,ACH_DEBIT,626.64,,
DEBIT,02/16/2016,"CAPITAL ONE      ONLINE PMT 604739919459470 WEB ID: 9279744991",-105.00,ACH_DEBIT,651.64,,
DEBIT,02/16/2016,"MOTORISTS INSURA INS PREM                   PPD ID: 1314259550",-224.87,ACH_DEBIT,756.64,,
DEBIT,02/16/2016,"Payment to Chase card ending in 9786 02/16",-25.00,ACCT_XFER,981.51,,
DEBIT,02/16/2016,"Online Payment 5200683661 To City of Parkersburg 02/16",-26.29,BILLPAY,1006.51,,
DEBIT,02/16/2016,"Online Payment 5200683654 To PARKERSBURG UTILITY WV 02/16",-96.27,BILLPAY,1032.80,,
DEBIT,02/16/2016,"Online Payment 5200683639 To Gymniks Gymnastics 02/16",-81.00,BILLPAY,1129.07,,
DEBIT,02/16/2016,"Online Payment 5200683651 To MONONGAHELA POWER 02/16",-110.99,BILLPAY,1210.07,,
DEBIT,02/16/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        02/16",-49.48,DEBIT_CARD,1321.06,,
CREDIT,02/16/2016,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1329.47,ACH_CREDIT,1370.54,,
DEBIT,02/11/2016,"DOLLAR TREE #02512 283 PARKERSBURG WV        02/11",-6.14,DEBIT_CARD,41.07,,
DEBIT,02/09/2016,"PAYPAL *NETFLIX.COM 402-935-7733 CA          02/08",-9.99,DEBIT_CARD,47.21,,
DEBIT,02/09/2016,"CLARK 2765 PARKERSBURG WV                    02/08",-7.46,DEBIT_CARD,57.20,,
DEBIT,02/08/2016,"CLARK 2765 PARKERSBURG WV            344531  02/08",-10.58,DEBIT_CARD,64.66,,
DEBIT,02/05/2016,"BURGER KING #12920 PARKERSBURG WV            02/04",-3.73,DEBIT_CARD,75.24,,
DEBIT,02/05/2016,"1875 Great Clips at Ma PARKERSBURG WV        02/04",-14.00,DEBIT_CARD,78.97,,
DEBIT,02/04/2016,"WF HOME MTG      AUTO PAY   0042131268      WEB ID: W952318940",-571.26,ACH_DEBIT,92.97,,
DEBIT,02/04/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        02/04",-45.80,DEBIT_CARD,664.23,,
DEBIT,02/04/2016,"KFC J625182   29551793 PARKERSBURG WV        02/03",-4.68,DEBIT_CARD,710.03,,
DEBIT,02/03/2016,"KOHL'S DEPT STRS CHG PYMT   043000097332066 WEB ID: 9044021343",-25.00,ACH_DEBIT,714.71,,
DEBIT,02/03/2016,"CABELAS VISA     PAYMENTS                   WEB ID: 2470839081",-74.00,ACH_DEBIT,739.71,,
DEBIT,02/03/2016,"DOLLAR TREE #02512 283 PARKERSBURG WV        02/03",-10.10,DEBIT_CARD,813.71,,
DEBIT,02/03/2016,"PAT CATANS 34 PARKERSB PARKERSBURG WV341443  02/03",-24.44,DEBIT_CARD,823.81,,
DEBIT,02/02/2016,"CAPITAL ONE      ONLINE PMT 603339919474159 WEB ID: 9279744991",-25.00,ACH_DEBIT,848.25,,
DEBIT,02/02/2016,"Payment to Chase card ending in 7433 02/02",-25.00,ACCT_XFER,873.25,,
DEBIT,02/02/2016,"TRACTOR SUPPLY # 101 T PARKERSBURG WV933605  02/02",-14.83,DEBIT_CARD,898.25,,
DEBIT,02/02/2016,"WAL-MART #2823 PARKERSBURG ( WV              02/02",-57.48,DEBIT_CARD,913.08,,
DEBIT,02/01/2016,"PAYPAL *BLIZZARD 402-935-7733 CA             01/30",-14.99,DEBIT_CARD,970.56,,
DEBIT,02/01/2016,"SAMS CLUB SAM'S Club VIENNA WV               02/01",-20.00,DEBIT_CARD,985.55,,
DEBIT,02/01/2016,"GIHON VILLAGE F PARKERSBURG WV               01/31 Purchase $14.64 Cash Back $20.00",-34.64,DEBIT_CARD,1005.55,,
DEBIT,02/01/2016,"DUNKIN #350517     Q35 PARKERSBURG WV        01/31",-2.99,DEBIT_CARD,1040.19,,
DEBIT,02/01/2016,"Payment to Chase card ending in 7433 02/01",-116.00,ACCT_XFER,1043.18,,
DEBIT,02/01/2016,"Payment to Chase card ending in 2079 02/01",-25.00,ACCT_XFER,1159.18,,
DEBIT,02/01/2016,"KROGER 1008 LEE STREET BELPRE OH     609088  01/30",-170.89,DEBIT_CARD,1184.18,,
DEBIT,02/01/2016,"GIHON VILLAGE F PARKERSBURG WV               01/30",-15.72,DEBIT_CARD,1355.07,,
CREDIT,02/01/2016,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1329.47,ACH_CREDIT,1370.79,,
DEBIT,01/28/2016,"THE PIZZA PLACE SOUTH PARKERSBURG WV         01/26",-5.90,DEBIT_CARD,41.32,,
DEBIT,01/27/2016,"SONIC DRIVE IN #5849 PARKERSBURG WV          01/26",-4.37,DEBIT_CARD,47.22,,
DEBIT,01/26/2016,"RITE AID STORE - 1405 PARKERSBURG WV 389033  01/26",-10.00,DEBIT_CARD,51.59,,
DEBIT,01/25/2016,"THIRD STREET DELI - PA PARKERSBURG WV        01/22",-4.77,DEBIT_CARD,61.59,,
DEBIT,01/21/2016,"CBS ALL ACCESS 888-274-5343 CA               01/19",-5.99,DEBIT_CARD,66.36,,
DEBIT,01/21/2016,"WAL-MART #2823 PARKERSBURG ( WV              01/21",-29.69,DEBIT_CARD,72.35,,
DEBIT,01/21/2016,"DOLLAR-GE 2500 GRAND C VIENNA WV             01/21",-21.47,DEBIT_CARD,102.04,,
DEBIT,01/21/2016,"KROGER 930 DIVISON ST. PARKERSBURG WV549794  01/21",-38.59,DEBIT_CARD,123.51,,
DEBIT,01/21/2016,"TITANIC BRANSON ONLINE 800-3817670 MO        01/20",-15.94,DEBIT_CARD,162.10,,
DEBIT,01/20/2016,"PARENT ONLINE 866-442-6030 TX                01/19",-34.02,DEBIT_CARD,178.04,,
DEBIT,01/20/2016,"TRACTOR SUPPLY # 101 T PARKERSBURG WV710737  01/20",-25.42,DEBIT_CARD,212.06,,
DEBIT,01/20/2016,"NAPOLI'S PIZZA BELPRE OH                     01/19",-20.33,DEBIT_CARD,237.48,,
DEBIT,01/20/2016,"MARATHON PETRO014654TO PARKERSBURG WV        01/18",-20.00,DEBIT_CARD,257.81,,
DEBIT,01/19/2016,"CAPITAL ONE      ONLINE PMT 601839919655979 WEB ID: 9279744991",-25.00,ACH_DEBIT,277.81,,
DEBIT,01/19/2016,"PAYMENT FOR AMZ  STORECARD  995020290       WEB ID: 9069872103",-35.00,ACH_DEBIT,302.81,,
DEBIT,01/19/2016,"CAPITAL ONE      ONLINE PMT 601839919655980 WEB ID: 9279744991",-100.00,ACH_DEBIT,337.81,,
DEBIT,01/19/2016,"VZ WIRELESS VE   VZW WEBPAY 8449147         WEB ID: 0000751800",-141.46,ACH_DEBIT,437.81,,
DEBIT,01/19/2016,"MOTORISTS INSURA INS PREM                   PPD ID: 1314259550",-224.87,ACH_DEBIT,579.27,,
DEBIT,01/19/2016,"KROGER 930 DIVISON ST. PARKERSBURG WV754227  01/19",-5.34,DEBIT_CARD,804.14,,
DEBIT,01/19/2016,"CLARK 2765 PARKERSBURG WV                    01/18",-20.23,DEBIT_CARD,809.48,,
DEBIT,01/19/2016,"Online Payment 5138482877 To Gymniks Gymnastics 01/19",-81.00,BILLPAY,829.71,,
DEBIT,01/19/2016,"Online Payment 5138466253 To DOMINION HOPE 01/19",-82.36,BILLPAY,910.71,,
DEBIT,01/19/2016,"Online Payment 5138466260 To MONONGAHELA POWER 01/19",-109.99,BILLPAY,993.07,,
DEBIT,01/19/2016,"SUDDENLINK COMMUNICTN 304-343-3343 WV        01/19",-85.34,DEBIT_CARD,1103.06,,
DEBIT,01/19/2016,"Online Payment 5137979684 To City of Parkersburg 01/19",-31.55,BILLPAY,1188.40,,
DEBIT,01/19/2016,"Online Payment 5137979677 To PARKERSBURG UTILITY WV 01/19",-85.23,BILLPAY,1219.95,,
DEBIT,01/19/2016,"Online Payment 5137975871 To Jason Roush DDS, Inc. 01/19",-16.00,BILLPAY,1305.18,,
DEBIT,01/19/2016,"BURGER KING #12920 PARKERSBURG WV            01/17",-4.90,DEBIT_CARD,1321.18,,
DEBIT,01/19/2016,"DOLLAR TREE #00924 130 PARKERSBURG WV        01/16",-16.63,DEBIT_CARD,1326.08,,
DEBIT,01/19/2016,"ONCE UPON A CHILD PARKERBURG WV              01/16",-9.63,DEBIT_CARD,1342.71,,
DEBIT,01/19/2016,"DOLLAR-GENERAL # 2107 PARKERSBURG WV 349825  01/16",-8.01,DEBIT_CARD,1352.34,,
DEBIT,01/19/2016,"Payment to Chase card ending in 9786 01/19",-25.00,ACCT_XFER,1360.35,,
CREDIT,01/19/2016,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1321.54,ACH_CREDIT,1385.35,,
CREDIT,01/14/2016,"CAPITAL ONE N.A. CAPITALONE                 PPD ID: 1510394779",50.00,ACH_CREDIT,63.81,,
DEBIT,01/13/2016,"MCDONALD'S F3615 PARKERSBURG WV              01/12",-9.16,DEBIT_CARD,13.81,,
DEBIT,01/12/2016,"HLU*Hulu 42716429-U HULU.COM/BILL CA         01/12",-20.98,DEBIT_CARD,22.97,,
DEBIT,01/12/2016,"KOHL'S DEPT STRS CHG PYMT   043000099370316 WEB ID: 9044021343",-25.00,ACH_DEBIT,43.95,,
DEBIT,01/11/2016,"PAYPAL *NETFLIX.COM 402-935-7733 CA          01/08",-9.99,DEBIT_CARD,68.95,,
DEBIT,01/11/2016,"PAR MAR #3 PARKERSBURG WV                    01/10",-21.34,DEBIT_CARD,78.94,,
DEBIT,01/11/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        01/10",-20.29,DEBIT_CARD,100.28,,
DEBIT,01/11/2016,"BLIZZARD ENT*WOW SUB BLIZZARD.COM CA         01/10",-14.99,DEBIT_CARD,120.57,,
DEBIT,01/11/2016,"OLLIES BARGAIN OUTLET PARKERSBURG WV 554402  01/09",-4.27,DEBIT_CARD,135.56,,
DEBIT,01/11/2016,"CLARK 2765 PARKERSBURG WV            161516  01/09",-7.21,DEBIT_CARD,139.83,,
DEBIT,01/08/2016,"PAR MAR #3 PARKERSBURG WV                    01/08",-9.00,DEBIT_CARD,147.04,,
DEBIT,01/08/2016,"WAL-MART #2823 PARKERSBURG ( WV              01/08",-49.21,DEBIT_CARD,156.04,,
DEBIT,01/08/2016,"BURGER KING #12920 PARKERSBURG WV            01/07",-4.59,DEBIT_CARD,205.25,,
DEBIT,01/07/2016,"PET SUPPLIES PLUS #153 VIENNA WV     564181  01/07",-10.66,DEBIT_CARD,209.84,,
DEBIT,01/07/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        01/07",-25.33,DEBIT_CARD,220.50,,
DEBIT,01/07/2016,"CLARK 2765 PARKERSBURG WV                    01/06",-28.82,DEBIT_CARD,245.83,,
DEBIT,01/07/2016,"CAPTAIN DS 35500035519 PARKERSBURG WV        01/06",-4.79,DEBIT_CARD,274.65,,
DEBIT,01/06/2016,"PAR MAR #3 PARKERSBURG WV                    01/06",-6.24,DEBIT_CARD,279.44,,
DEBIT,01/05/2016,"WF HOME MTG      AUTO PAY   0042131268      WEB ID: W952318940",-571.26,ACH_DEBIT,285.68,,
DEBIT,01/05/2016,"Audible 888-283-5051 NJ                      01/05",-14.95,DEBIT_CARD,856.94,,
DEBIT,01/05/2016,"SALLY BEAUTY #0643 VIENNA WV                 01/04",-23.49,DEBIT_CARD,871.89,,
DEBIT,01/05/2016,"MCDONALD'S F3615 PARKERSBURG WV              01/04",-2.24,DEBIT_CARD,895.38,,
DEBIT,01/04/2016,"PAYPAL *BLIZZARD 402-935-7733 CA             12/30",-14.99,DEBIT_CARD,897.62,,
DEBIT,01/04/2016,"CABELAS VISA     PAYMENTS                   WEB ID: 2470839081",-74.00,ACH_DEBIT,912.61,,
DEBIT,01/04/2016,"DOLLAR TREE #02512 283 PARKERSBURG WV        01/04",-11.24,DEBIT_CARD,986.61,,
DEBIT,01/04/2016,"TRACTOR SUPPLY # 101 T PARKERSBURG WV636068  01/04",-14.83,DEBIT_CARD,997.85,,
DEBIT,01/04/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        01/04",-17.24,DEBIT_CARD,1012.68,,
DEBIT,01/04/2016,"BIG LOTS #00186 2107 P PARKERSBURG WV533825  01/04",-9.68,DEBIT_CARD,1029.92,,
DEBIT,01/04/2016,"BP#2733608PAR MAR #3 PARKERSBURG WV          01/03",-12.97,DEBIT_CARD,1039.60,,
DEBIT,01/04/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        01/03",-9.91,DEBIT_CARD,1052.57,,
DEBIT,01/04/2016,"KROGER 930 DIVISON ST. PARKERSBURG WV434806  01/03",-6.47,DEBIT_CARD,1062.48,,
DEBIT,01/04/2016,"KROGER 1008 LEE STREET BELPRE OH     642695  01/03",-24.03,DEBIT_CARD,1068.95,,
DEBIT,01/04/2016,"RITE AID STORE - 1405 PARKERSBURG WV         01/02 Purchase $9.32 Cash Back $10.00",-19.32,DEBIT_CARD,1092.98,,
DEBIT,01/04/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        01/01",-98.08,DEBIT_CARD,1112.30,,
DEBIT,01/04/2016,"Payment to Chase card ending in 7433 01/04",-114.00,ACCT_XFER,1210.38,,
DEBIT,01/04/2016,"Payment to Chase card ending in 2079 01/04",-25.00,ACCT_XFER,1324.38,,
CREDIT,01/04/2016,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1321.54,ACH_CREDIT,1349.38,,
DEBIT,12/31/2015,"KFC J625182   29551793 PARKERSBURG WV        12/30",-3.30,DEBIT_CARD,27.84,,
DEBIT,12/28/2015,"PAT CATANS 34 PARKERSB PARKERSBURG WV587231  12/26",-7.76,DEBIT_CARD,31.14,,
DEBIT,12/28/2015,"CRICUT 877-343-2881 CA                       12/26",-9.99,DEBIT_CARD,38.90,,
DEBIT,12/28/2015,"SHELL OIL 57444964100 PARKERSBURG WV         12/24",-15.01,DEBIT_CARD,48.89,,
DEBIT,12/28/2015,"BWW PARKERSBURG PARKERSBURG OH               12/23",-31.44,DEBIT_CARD,63.90,,
DEBIT,12/24/2015,"MCDONALD'S F3615 PARKERSBURG WV              12/23",-6.06,DEBIT_CARD,95.34,,
DEBIT,12/23/2015,"FAMILY DOLLAR # PARKERSBURG WV               12/23",-41.39,DEBIT_CARD,101.40,,
DEBIT,12/23/2015,"SHELL OIL 57444964100 PARKERSBURG WV         12/22",-25.00,DEBIT_CARD,142.79,,
DEBIT,12/22/2015,"CAPITAL ONE N.A. CAPITALONE 000000178473053 WEB ID: 1510394779",-275.00,ACH_DEBIT,167.79,,
DEBIT,12/22/2015,"BURGER KING #12920 PARKERSBURG WV            12/21",-2.45,DEBIT_CARD,442.79,,
DEBIT,12/21/2015,"CBS ALL ACCESS 888-274-5343 CA               12/19",-5.99,DEBIT_CARD,445.24,,
DEBIT,12/21/2015,"CAPITAL ONE      ONLINE PMT 535239919753365 WEB ID: 9279744991",-25.00,ACH_DEBIT,451.23,,
DEBIT,12/21/2015,"PAYMENT FOR AMZ  STORECARD  976203605       WEB ID: 9069872103",-35.00,ACH_DEBIT,476.23,,
DEBIT,12/21/2015,"CAPITAL ONE      ONLINE PMT 535239919739975 WEB ID: 9279744991",-100.00,ACH_DEBIT,511.23,,
DEBIT,12/21/2015,"VZ WIRELESS VE   VZW WEBPAY 8344219         WEB ID: 0000751800",-141.34,ACH_DEBIT,611.23,,
DEBIT,12/21/2015,"SAMSCLUB #6373 VIENNA WV                     12/21",-3.62,DEBIT_CARD,752.57,,
DEBIT,12/21/2015,"PAT CATANS 34 PARKERSB PARKERSBURG WV084890  12/21",-37.34,DEBIT_CARD,756.19,,
DEBIT,12/21/2015,"TOYS R US #8367 VIENNA WV                    12/21",-10.69,DEBIT_CARD,793.53,,
DEBIT,12/21/2015,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        12/21",-9.80,DEBIT_CARD,804.22,,
DEBIT,12/21/2015,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        12/21",-49.16,DEBIT_CARD,814.02,,
DEBIT,12/21/2015,"GIHON VILLAGE F PARKERSBURG WV               12/20",-5.99,DEBIT_CARD,863.18,,
DEBIT,12/21/2015,"TRACTOR SUPPLY # 101 T PARKERSBURG WV615391  12/20",-14.83,DEBIT_CARD,869.17,,
DEBIT,12/21/2015,"WAL-MART #2823 PARKERSBURG WV                12/20",-73.87,DEBIT_CARD,884.00,,
DEBIT,12/21/2015,"RITE AID STORE - 1405 PARKERSBURG WV 236337  12/19",-38.42,DEBIT_CARD,957.87,,
DEBIT,12/21/2015,"BWW PARKERSBURG PARKERSBURG OH               12/18",-31.44,DEBIT_CARD,996.29,,
DEBIT,12/21/2015,"SUDDENLINK COMMUNICTN 304-343-3343 WV        12/20",-85.34,DEBIT_CARD,1027.73,,
DEBIT,12/21/2015,"BURGER KING #12920 PARKERSBURG WV            12/19",-3.51,DEBIT_CARD,1113.07,,
DEBIT,12/18/2015,"Online Payment 5076699014 To City of Parkersburg 12/18",-26.29,BILLPAY,1116.58,,
DEBIT,12/18/2015,"Online Payment 5076698974 To DOMINION HOPE 12/18",-58.54,BILLPAY,1142.87,,
DEBIT,12/18/2015,"Online Payment 5076699001 To PARKERSBURG UTILITY WV 12/18",-84.71,BILLPAY,1201.41,,
DEBIT,12/18/2015,"Online Payment 5076698993 To MONONGAHELA POWER 12/18",-87.88,BILLPAY,1286.12,,
CREDIT,12/18/2015,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1320.77,ACH_CREDIT,1374.00,,
CREDIT,12/17/2015,"CAPITAL ONE N.A. CAPITALONE                 PPD ID: 1510394779",50.00,ACH_CREDIT,53.23,,
DEBIT,12/16/2015,"MOTORISTS INSURA INS PREM                   PPD ID: 1314259550",-248.04,ACH_DEBIT,3.23,,
DEBIT,12/16/2015,"MEDEXPRESS UC S PARKER PARKERSBURG WV        12/15",-35.00,DEBIT_CARD,251.27,,
